"Tên hàng hóa, dịch vụ",Đơn giá,Matched_SP,Score
Sô cô la sữa hạt sen Mark&Milk HGNL 120g,"74.075,1",Kẹo Malisu Chocolate & Milk Flavor Weisiel 120g,58
Sô cô la đen 70% ( 50g ),44.074,TRÀ ĐEN CEYLON DILMAH 25 TÚI LỌC 50G ENGLISH BREAKFAST,58
Sô cô la đen 70% ( 50g ),47.222,TRÀ ĐEN CEYLON DILMAH 25 TÚI LỌC 50G ENGLISH BREAKFAST,58
Sô cô la đen nhân cafe HGNL 120g,101.204,MẶT NẠ SỮA CHUA NHO VEDET HŨ 120G,58
Sô cô la đen nhân cafe HGNL 120g,"101.205,67",MẶT NẠ SỮA CHUA NHO VEDET HŨ 120G,58
TRÀ LINH CHI HỘP 20 TÚI x 1.5 GR,22,Dilmah trà mâm xôi nhỏ 20 túi x 1.5G raspberry tea,58
TRÀ LINH CHI HỘP 20 TÚI x 2GR,22,TRà hoa hồng Vinatea 25*2g,58
TTE Bobby Quần SKT L16 - 2507F,85.463,Tã quần Bobby size L gói 16 miếng,58
The voice iso,115.741,Voi số 5 tn,58
The voice iso,0,Voi số 5 tn,58
Thuốc lá bao Camel Compact Activate Melon,"23.454,55",Thuốc lá Sài Gòn bạc,58
Thuốc lá bao Camel Compact Activate Melon,"23.454,54",Thuốc lá Sài Gòn bạc,58
Thuốc lá bao Mevius Sky Blue,"34.090,91",Thuốc lá Sài Gòn bạc,58
Thuốc lá bao Mevius Sky Blue,"37.727,27",Thuốc lá Sài Gòn bạc,58
Thuốc lá bao Mevius Wind Blue,"34.090,91",Thuốc lá Sài Gòn bạc,58
Thuốc lá bao Mevius Wind Blue,"37.727,27",Thuốc lá Sài Gòn bạc,58
Thuốc lá điếu Golden Eagle Demi,"9.818,18",Thuốc lá Sài Gòn Melon Hương dưa Gói lẻ,58
Thuốc lá điếu Golden Eagle Demi,"9.818,2",Thuốc lá Sài Gòn Melon Hương dưa Gói lẻ,58
Thuốc lá điếu đầu lọc Canyon Vanilla (20 điếu/bao),"11.909,09",Thuốc lá Sài Gòn bạc,58
Thuốc lá điếu đầu lọc Canyon Vanilla Slims (20 điếu/bao),"11.272,7",Thuốc lá Sài Gòn bạc,58
Thuốc lá điếu đầu lọc Lotus (LT-DM96NĐ),13.5,Thuốc lá Sài Gòn bạc,58
Thuốc lá điếu đầu lọc White Horse Blaze ( 20 điếu /Bao),"12.363,63",Thuốc lá Sài Gòn bạc,58
Thưc phẩm bảo vệ sức khỏe Sủi thanh nhiệt Fresh Cool,"24.444,3",Thực Phẩm Bảo Vệ Sức Khoẻ Ginkgo Omega,58
Thưc phẩm bảo vệ sức khỏe Sủi thanh nhiệt Fresh Cool,"24.470,71",Thực Phẩm Bảo Vệ Sức Khoẻ Ginkgo Omega,58
Thưc phẩm bảo vệ sức khỏe Sủi thanh nhiệt Fresh Cool,"24.444,7",Thực Phẩm Bảo Vệ Sức Khoẻ Ginkgo Omega,58
Thịt hộp nguyên vị- Original 340gr,"69.444,44",Thịt hộp lotte lunchoen meat hàn quốc 340g,58
Thịt thăn heo muối Lomo De Cebo Iberico Zaino 100gr,210,Salami xúc xích khô salchichon iberico cebo 100g,58
Thịt thăn heo muối Lomo De Cebo Iberico Zaino 100gr,199.5,Salami xúc xích khô salchichon iberico cebo 100g,58
Thực Phẩm Bổ Sung: Ngũ Cốc Dinh Dưỡng Hiệu Kellogg’SMermaid Froot Loops 285g x 18,"100.832,4",Mermaid froot loops 285gram,58
Tinh Bột Trà Xanh Lucky Star - 100 gram,"27.685,6",xà bông cocosavon TRà xanh 100GR,58
Tinh Bột Trà Xanh Lucky Star - 100 gram,27.685,xà bông cocosavon TRà xanh 100GR,58
Tiêu Xay Phú Quốc 50g,15.278,Khô mực xé sợi 50g nở,58
Trà Lựu Đỏ Tea.A chai 450ml,"181.818,18",Cam ép twister 450ml,58
Trà Lựu Đỏ Tea.A chai 450ml,171.296,Cam ép twister 450ml,58
Trà Lựu Đỏ Tea.A chai 450ml,"168.181,81",Cam ép twister 450ml,58
Tổ ong nguyên bản hộp 500gr,120,Chà Là Nguyên Cành Sanwan 500g,58
Viegus TW3; chai 30V,89.259,T Viên Linh Chi 250V,58
Viegus TW3; chai 30V,"2.975,3",T Viên Linh Chi 250V,58
Viegus TW3; chai 30V,"-86.283,7",T Viên Linh Chi 250V,58
Viegus TW3; chai 30V,"2.976,19",T Viên Linh Chi 250V,58
Vitamin 3B health,95.899,Nạ B3 Vitamin K62 bạch sâm,58
Viên bổ sủi ActisoPluss,"23.148,1481",Sủi atiso,58
Viên bổ sủi ActisoPluss,"27.777,7778",Sủi atiso,58
Viên bổ sủi ActisoPluss ( Tuýp 20 viên),"23.148,15",T. crisuccess 60 viên,58
Viên sủi plusszs Actiso,20.371,Sủi atiso,58
XMEN DG WOOD 12H THƠM LÂU SS 180G,60.455,DAU GOI NUOC HOA X-MEN WOOD SPORT THOM LAU 180GR,58
Xịt Massage Letco,"41.666,67",Lăn Massage Cẩm Thạch,58
Xịt Massage Letco,"42.592,59",Lăn Massage Cẩm Thạch,58
Xịt Massage Letco,52,Lăn Massage Cẩm Thạch,58
ĐỞM KIM HOÀN viên mật nghệ (Chai 240HC),43.333,Trà Hoàng Đế 20 túi xanh ( cung đình ),58
Ủ TÓC CHÙM NGÂY 120G,60,Kẹo ổi ruột hồng 120g,58
- CKTM,,Mũ kết chữ,57
82883 XNM NAM MAT LANH 150ML,93.323,Xịt Khử Mùi Nam AXE Black chai 150ml,57
83165 XNM NAM M LANH (GREEN) 150ML,93.323,Xịt Khử Mùi Nam AXE Black chai 150ml,57
Atiso gừng hộp cao cấp gói 200gr,"143.518,52",Xúc xích khô baton tiêu 200g Con Heo Vàng,57
Biore SCN MangNhung C.KDiem 30mlx24 2502,"90.138,889",BIORE KCN SANG HONG TN 30ML,57
Bo mạch chính máy vi tính Asus PRIME H510M-K,1.694.444,Mũ Bèo,57
Bo mạch chính máy vi tính Asus PRIME H510M-K,1.790.000,Mũ Bèo,57
Bách linh diệu cream ( Dầu nóng bách linh diệu ),"90.740,74",Sâm thiếc linh chi đông trùng,57
Bách linh diệu cream ( Dầu nóng bách linh diệu ),0,Sâm thiếc linh chi đông trùng,57
Bánh tráng nướng giòn dừa Sachi 40g,10.5,Trà Linh Chi Ngọc Duy túi lọc 40g,57
Bánh xốp ống Deka Jumbo cà phê trắng White Coffee 140g,19.7,Kđr darlie trắng sáng 140g,57
Bìa lỗ,"35.185,185",Bộ Ba bàn chải đánh răng Colgate slimsoft mềm mảnh chăm sóc nướu,57
BƠ MATCHA 340G,51.5,Bột trà đen sữa macha hp 340g,57
BƠ ĐẬU PHỘNG MỊN 170G,27.7,BÁNH DỪA NƯỚNG MỸ PHƯƠNG 170G,57
BƠ ĐẬU PHỘNG MỊN 170G,28.3,BÁNH DỪA NƯỚNG MỸ PHƯƠNG 170G,57
BƠ ĐẬU PHỘNG MỊN 170G,0,BÁNH DỪA NƯỚNG MỸ PHƯƠNG 170G,57
Bộ vi xử lý vi tính Intel Pentium Gold G6405,1.365.740,Linh chi gold 260 viên,57
Bộ vi xử lý vi tính Intel Pentium Gold G6405,1.590.000,Linh chi gold 260 viên,57
Bột cacao hòa tan 50g,15,Cháo thịt bằm Vifon 50g,57
CC Kẹo Dẻo Mini Crawlers 30 bag x 90g,"18.055,56",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Mini Crawlers 30 bag x 90g,"18.055,6",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Mini Crawlers 30 bag x 90g,"18.055,53",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Mini Crawlers 30 bag x 90g,"18.055,57",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Mini Crawlers 30 bag x 90g,"18.055,55",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Sour Mini Tubes 30 bag x 90g,"18.055,6",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Sour Mini Tubes 30 bag x 90g,"18.055,53",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Sour Mini Tubes 30 bag x 90g,"18.055,57",BÁNH NGÀN LỚP MINI 90G,57
CC Kẹo Dẻo Sour Mini Tubes 30 bag x 90g,"18.055,55",BÁNH NGÀN LỚP MINI 90G,57
CC Sour Bites Hương Trái Cây 30 Gói x 90G,"18.055,55",Trà túi lọc Hương hoa Olong 30g bản cf,57
CC Sour Bites Hương Trái Cây 30 Gói x 90G,"18.055,5",Trà túi lọc Hương hoa Olong 30g bản cf,57
CC Sour Bites Hương Trái Cây 30 Gói x 90G,"18.055,57",Trà túi lọc Hương hoa Olong 30g bản cf,57
CC Sour Bites Hương Trái Cây 30 Gói x 90G,"18.055,6",Trà túi lọc Hương hoa Olong 30g bản cf,57
CC Sour Bites Hương Trái Cây 30 Gói x 90G,"18.055,53",Trà túi lọc Hương hoa Olong 30g bản cf,57
CKTM,,Mũ kết chữ,57
COCOON Cà phê Đắk Lắk làm sạch da chết mặt 150ML,72.875,Tẩy tế bào chết cafe 150ml,57
COCOON Cà phê Đắk Lắk làm sạch da chết mặt 150ML,106.481,Tẩy tế bào chết cafe 150ml,57
COCOON Cà phê Đắk Lắk làm sạch da chết mặt 150ML,97.222,Tẩy tế bào chết cafe 150ml,57
COCOON Cà phê Đắk Lắk làm sạch da chết mặt 150ML,97.5,Tẩy tế bào chết cafe 150ml,57
COCOON Cà phê Đắk Lắk làm sạch da chết mặt 150ML,"106.481,48",Tẩy tế bào chết cafe 150ml,57
COCOON Cà phê Đắk Lắk làm sạch da chết mặt 150ML,"67.222,22",Tẩy tế bào chết cafe 150ml,57
COCOON Cà phê Đắk Lắk làm sạch da chết mặt 150ML,"103.409,26",Tẩy tế bào chết cafe 150ml,57
CUNG ĐÌNH MÌ KHOAI TÂY HƯƠNG VỊ SƯỜN HEO HẦM MĂNG 24 LY VIỆT NAM,"7.175,93",Mì ly cup noodles Hương vị Thái Tom Yum(24ly/thung),57
CUNG ĐÌNH MÌ KHOAI TÂY HƯƠNG VỊ SƯỜN HEO HẦM MĂNG 24 LY VIỆT NAM,"7.175,92",Mì ly cup noodles Hương vị Thái Tom Yum(24ly/thung),57
"Cable Vga 1.5m, lõi 6.0mm VegGieg V-V101",58,Xe Lôi,57
Cafe G7 hộp 21 (24 hộp/thùng),"66.666,66",Hộp 14x24 - Đồng Quê Màu,57
Calbipha,"125.925,926",Cài Hoa,57
"Cebo ham sliced- Cebo cắt lát VN (gói vừa, dùng ăn ngay)",121.204,Lót sứ,57
"Cebo loin ham sliced- Thịt lưng Iberico Cebo cắt lát VN (gói vừa, dùng ăn ngay)",129.861,Lót sứ,57
Coca Zero lon,"175.925,92",Nước zero vị đào,57
Coca Zero lon,175.926,Nước zero vị đào,57
Coca Zero lon,"175.925,9",Nước zero vị đào,57
Critta,54.074,túi cói nút,57
Critta,66.3,túi cói nút,57
Critta,72.93,túi cói nút,57
Critta,67.08,túi cói nút,57
Cà phê G7 3in1 - Bịch 50 sachets,"153.703,7",CÀ PHÊ HÒA TAN 3IN1 NGỌC LÂM CL7,57
Cà phê G7 3in1 - Bịch 50 sachets,"153.703,8",CÀ PHÊ HÒA TAN 3IN1 NGỌC LÂM CL7,57
Cá Ngừ Xắt Lát Nautilus Ngâm Dầu Đậu Nành 48x170gr,36.111,Dầu gội Clear Men-170g-Xanh đậm,57
Cá Ngừ Xắt Lát Nautilus Ngâm Dầu Đậu Nành 48x170gr,38.888,Dầu gội Clear Men-170g-Xanh đậm,57
Cá Ngừ Xắt Lát Nautilus Ngâm Dầu Đậu Nành 48x170gr,38.889,Dầu gội Clear Men-170g-Xanh đậm,57
Cáp đồng trục RG6 Unisat + 2x18AWG 100M,1.5,Muỗng Đồng,57
Cốc bệt có quai xanh chảy,85,Xisat xanh,57
Cốt dừa cà phê (15g*12 gói*24 hộp).,"58.333,33",Cà phê hòa tan 4 trong 1 meet more vị xoài hộp 15 gói,57
D'gold Vina Dark Rum 750ml,"77.336,42",rượu vang R168 750ml,57
D'gold Vina Dark Rum 750ml,"77.336,36",rượu vang R168 750ml,57
DerVitalop,114.815,Fevitt Nano,57
Deverlop Liver extra,127.778,SRM Nivea Extra,57
EUGICA MOUTH SPRAY;,42.55,siro eugica gói lẻ,57
EUGICA MOUTH SPRAY;,45.954,siro eugica gói lẻ,57
EUGICA MOUTH SPRAY;,0,siro eugica gói lẻ,57
GLADE - XIT PHONG H.CO HOA 280MLx2,78.5,Xịt phòng pure air Hương lavender 280ml,57
GLADE - XIT PHONG H.HOA HONG 280ML,43.8,Xịt phòng pure air Hương lavender 280ml,57
Gel Lô hội dưỡng ẩm mềm mịn da Nha Đam FORY-300ml,"53.703,71",Vaseline SDT Gluta-Hya Bảo Vệ Và Dưỡng Sáng Da 300ml,57
Gel dùng ngoài sacogel tuýt 50ml,40,Serum dưỡng bóng tóc cra 50ml,57
Gia Vị Nấu Phở 300gr,100,Kẹo dẻo bóc vỏ mix vị 300gr,57
Giấy Làm Mềm Vải Bounce Outdoor Fresh80SX9,"128.015,56",Hít Giấy Gỗ,57
Giấy photo Smartist 70 A4,"59.259,259",Hít Giấy Gỗ,57
Giấy thấm dầu 50m,20,Hít Giấy Gỗ,57
Glucosamin Extra ( 60 viên),"138.888,89",T.rutin c extra gmp,57
Glucosamin Extra ( 60 viên),"129.629,63",T.rutin c extra gmp,57
Glucosamin Extra (60 viên),"203.703,703",T.rutin c extra gmp,57
Glutin 500 Abipha,"87.962,96",T Viên Linh Chi 500 Viên,57
Glutin 500 Abipha,0,T Viên Linh Chi 500 Viên,57
Glutin 500 abipha,0,T Viên Linh Chi 500 Viên,57
Glutin 500 abipha,"69.444,444",T Viên Linh Chi 500 Viên,57
Gừng truyền thống 500g,72,Mứt gừng O Mộc 500gr,57
HP Gold Ginkgo Biloba ( Hộp 20 ống),70,An Giáp Khang Gold,57
HÀU TESTO,"115.740,74",Hít Tem,57
Hạt macca,180,Mận chua hạt,57
Hạt macca bóc vỏ TUẤN MINH (Hũ 120gr),69,Bánh Tráng hạt điều 120g,57
Hồng Linh Cốt Cobra 20g,"33.564,81",Cao xoa bóp RỒNG VÀNG 20g,57
Hồng Linh Cốt Cobra 20g,"33.179,01",Cao xoa bóp RỒNG VÀNG 20g,57
Jampon vi gac bep G 180g,40.926,Bánh Mochi vị Matcha 180GR,57
KDR SENSODYNE MAT LANH 100G,50,TRà Ô Long vietdeli 100GR,57
Kem Dưỡng Da Tay & Chân Bảo Linh 30gam,0,Dưỡng môi Vaseline 30g,57
Kem Dưỡng Da Tay & Chân Bảo Linh 30gam,"33.409,25",Dưỡng môi Vaseline 30g,57
Kem Dưỡng Da Tay & Chân Bảo Linh 30gam,"36.111,11",Dưỡng môi Vaseline 30g,57
Kem Nghệ Collagen Thorakao 10 g,90,Gel Nhiệt miệng overate cool 10g,57
Kem xịt PB 250g (PB UHT WHIPPED CREAM 250G),115,Da.c Cream Cheese light Philadelphia 250g T7,57
KĐR DL Ngọc Châu truyền thống 100 g,"45.370,37",Trà Olong Tâm Châu Hộp Xanh 100g,57
KĐR DL Ngọc Châu truyền thống 100 g,42.593,Trà Olong Tâm Châu Hộp Xanh 100g,57
KĐR DL Ngọc Châu truyền thống 100 g,"42.592,59",Trà Olong Tâm Châu Hộp Xanh 100g,57
KẸO HỌNG GỪNG MẬTONG 84G-1Y24,"12.273,148148",Kẹo HỌNG QUẤT MẬT ONG84G,57
Kẹo sô cô la snickers đen hạnh nhân thanh 40g,577.778,Kẹo thảo mộc Ricola chanh không đường Hộp Giấy 40g,57
Kẹo sô cô la snickers đen hạnh nhân thanh 40g,488.889,Kẹo thảo mộc Ricola chanh không đường Hộp Giấy 40g,57
"Kẹo sắc màu vị sô cô la nhãn hiệu WEISIEL (120g * 24 gói/thùng), hàng mới 100%","31.481,48",Kẹo xoài muối ớt 120g,57
Kẹo top Mix vị coowy 280gx24 gói - thùng,"24.537,03",Kẹo ilkwang Việt quất 280GX10GÓI,57
Kẹo top Mix vị coowy 280gx24 gói - thùng,25,Kẹo ilkwang Việt quất 280GX10GÓI,57
Kẹo xốp Chuối gói 70g (50),4.454,Kẹo cà phê coffee 70g,57
MN BANOBAGI VITA GENIC JELLY MASK PORE TIGHTENING,12.037,Mặt nạ Jm Solution active jellyfish Vital mask,57
MN BANOBAGI VITA GENIC JELLY MASK PORE TIGHTENING,"12.777,78",Mặt nạ Jm Solution active jellyfish Vital mask,57
MN BANOBAGI VITA GENIC JELLY MASK PORE TIGHTENING,12.778,Mặt nạ Jm Solution active jellyfish Vital mask,57
MR.VIET Xoài Sấy Với Matcha & Mắc Ca,75,Lương khô Matcha,57
Magiesix,73.148,MG B6 (MAGNESI B6),57
Magiesix,0,MG B6 (MAGNESI B6),57
Mamapop  Bưởi Hồng,"17.129,63",Xisat hồng,57
Mamapop Bưởi Hồng,"17.129,57",Xisat hồng,57
Mamapop Bưởi Hồng,"17.129,67",Xisat hồng,57
Mamapop Bưởi hồng,"17.129,67",Xisat hồng,57
Mamapop Bưởi hồng,"17.129,63",Xisat hồng,57
Mamapop Xoài Kiwi,"17.129,64",Kẹo Xoài Kico,57
Mamapop Xoài kiwi,"17.129,67",Kẹo Xoài Kico,57
Mamapop Xoài kiwi,"17.129,63",Kẹo Xoài Kico,57
Mamapop xoài kiwi,"17.129,67",Kẹo Xoài Kico,57
MegRhythm Matna Mat Oai huong 5x24 2510,"96.481,481",MẶT NẠ XÔNG HƠI MẮT MEGRHYTHM,57
Muối tắm spa Abonne cà phê 350g,"38.888,888889",Bánh Sữa Chua 350g,57
Mì dinh dưỡng khoai tây Omachi  Vị lẩu tôm càng 24 ly x 69gr,"8.796,29",Omachi ly trôn vị lẫu(24ly/thùng),57
Mì dinh dưỡng khoai tây Omachi  Vị lẩu tôm càng 24 ly x 69gr,"8.333,33",Omachi ly trôn vị lẫu(24ly/thùng),57
Mít sấy giòn 180 zip,30,Quạt vải in 1 mặt,57
Mứt atiso đỏ 150gr,40,Trà lài câu đất 150g,57
NAT B.;,0,Mèo Nhựa Bé,57
NAT B.;,"4.090,9",Mèo Nhựa Bé,57
Nước rửa tay Gumi Clean hương Biển Hawaii 180ml,"18.996,27",Nước mắm nhỉ 584 Nha Trang chai 180ml,57
Nước rửa tay Gumi Clean hương Biển Hawaii 180ml,"18.789,8",Nước mắm nhỉ 584 Nha Trang chai 180ml,57
Nước xả vải Downy Dây 18mlX30 Tinh Khôi 10+2,"16.388,83",NƯỚC XẢ VẢI Comfort mẫu đơn gói 18ml,57
Nước xả vải Downy Dây 18mlX30 Tinh Khôi 10+2,16.389,NƯỚC XẢ VẢI Comfort mẫu đơn gói 18ml,57
PM vuông Belcube ngọt vị Socola 78Gx15C,"39.814,8",Phô mai vuông Con Bò Cười vị socola 15 viên x 78Gr,57
Phần mềm chữ ký số từ xa MISA eSign gói nâng cao cho Tổ chức gói mua mới 3 năm,5.530.000,CAO ATISO GÓI LẺ,57
Rươu Vodka Hà Nội xanh 700ml 33%,"87.272,72",Tẩy vixol Oxy xanh lá 700ml,57
Rươu Vodka Hà Nội xanh 700ml 33%,"83.745,45",Tẩy vixol Oxy xanh lá 700ml,57
Rươu Vodka Hà Nội xanh 700ml 33%,84.873,Tẩy vixol Oxy xanh lá 700ml,57
Rượu chát Đà Lạt 750 ml,"61.419,4",Rượu vang Viesta đỏ 750ml,57
Rượu chát Đà Lạt 750 ml,"62.727,27",Rượu vang Viesta đỏ 750ml,57
Rượu chát Đà Lạt 750 ml,61.002,Rượu vang Viesta đỏ 750ml,57
Rượu chát Đà Lạt 750 ml,"62.783,36",Rượu vang Viesta đỏ 750ml,57
Rượu chát Đà Lạt 750 ml,"60.672,83",Rượu vang Viesta đỏ 750ml,57
Rượu chát Đà Lạt 750 ml,"60.672,72",Rượu vang Viesta đỏ 750ml,57
SCA thực vật Yến mạch Chanh dây Xoài VNM 100g (24H/T),8.45,SRM Hazeline tẩy tế bào chết yến mạnh và dâu tằm 100g,57
SCA thực vật Yến mạch Chanh dây Xoài VNM 100g (24H/T),0,SRM Hazeline tẩy tế bào chết yến mạnh và dâu tằm 100g,57
"Salchichon ham silced- Xúc xích Iberico Cebo cắt lát VN (gói vừa, dùng ăn ngay)",79.491,Lót sứ,57
"Serrano Gran ham Sliced- Serrano Gran cắt lát VN (gói vừa, dùng ăn ngay)",72.407,Lót sứ,57
Socola Matcha (trà xanh) 225g,"37.037,04",Torchon Ham Ba Chú Heo 225gr,57
Sô cô la sữa hạnh nhân nho khô Henk HGNL 120g,100.001,Bơ Hạnh Nhân Ms.Hội An 120gram,57
Sô cô la sữa hạnh nhân nho khô Henk HGNL 120g,100,Bơ Hạnh Nhân Ms.Hội An 120gram,57
Sô cô la sữa hạnh nhân nho khô Henk HGNL 120g,"100.002,67",Bơ Hạnh Nhân Ms.Hội An 120gram,57
Sô cô la sữa nhân cafe Henk HGNL 120g,101.204,MẶT NẠ SỮA CHUA NHO VEDET HŨ 120G,57
Sô cô la đen nhân xoài HGNL 120g,"104.169,67",Kẹo xoài muối ớt 120g,57
Sô cô la đen nhân xoài HGNL 120g,"104.165,2",Kẹo xoài muối ớt 120g,57
Sô cô la đen nhân xoài HGNL 120g,104.167,Kẹo xoài muối ớt 120g,57
Sô cô la đen nhân xoài HGNL 120g,"104.167,33",Kẹo xoài muối ớt 120g,57
Sô cô la đen phủ mắc ca thanh Cluster 40g,"38.981,8",CÀ PHÊ HÒA TAN ĐEN MR VIỆT BLACK INSTANT COFFEE 40g,57
Sô cô la đen phủ mắc ca thanh Cluster 40g,"38.981,4",CÀ PHÊ HÒA TAN ĐEN MR VIỆT BLACK INSTANT COFFEE 40g,57
Sô cô la đen phủ mắc ca thanh Cluster 40g,38.981,CÀ PHÊ HÒA TAN ĐEN MR VIỆT BLACK INSTANT COFFEE 40g,57
Sô cô la đen phủ mắc ca thanh Cluster 40g,"38.980,4",CÀ PHÊ HÒA TAN ĐEN MR VIỆT BLACK INSTANT COFFEE 40g,57
Sốt trộn salad vị nguyên bản- Heinz Original Salad Dressing gói 200g,"32.496,3",Xốt salad ceasar Nga 200g,57
Tamanu Balm,62.5,BALO TRUNG,57
"Thiên khớp vương vẹm xanh (LSX 010625, HSD 190628)","336.111,11",Xisat xanh,57
"Thiên khớp vương vẹm xanh (LSX 011125, HSD 141128)","336.111,11",Xisat xanh,57
"Thiên khớp vương vẹm xanh (LSX 011125, HSD 141128)",0,Xisat xanh,57
"Thiên khớp vương vẹm xanh (Lô SX 011125, HSD 141128)","336.111,11",Xisat xanh,57
"Thiên khớp vương vẹm xanh (Lô SX 011125, HSD 141128)",0,Xisat xanh,57
Thạch Pudding Xoài Cherish khay 320g,"27.777,78",Kẹo Dẻo Xoài Dừa 320g,57
Thạch Pudding Xoài Cherish khay 320g,"19.444,45",Kẹo Dẻo Xoài Dừa 320g,57
Thạch Pudding Xoài Cherish khay 320g,"21.296,29",Kẹo Dẻo Xoài Dừa 320g,57
Tiêu đen hạt Vina Spicy 100gam,29,SỮA CHUA VINAMILK trai cay 100G*4,57
Tiêu đen hạt Vina Spicy 100gam,32,SỮA CHUA VINAMILK trai cay 100G*4,57
Trái nhàu Premier 250 gam,68,Bánh Belgi Gói Vị Trứng Sữa 250gram,57
Trái nhàu Premier 250 gam,69,Bánh Belgi Gói Vị Trứng Sữa 250gram,57
Trà Dilmah hương Gừng & Mật ong  loại túi lọc 020/1.5g/12,41.667,Dilmah trà mâm xôi nhỏ 20 túi x 1.5G raspberry tea,57
Viên hoàn chùm ngây Moringa 70 gam,59,Bột nghệ 70g hủ Vân Long,57
Vỏ quế chẻ Vina Spicy 100gam,19,COFFEE ROBUSTA STAR VINA 100G,57
Vỏ quế chẻ Vina Spicy 100gam,22,COFFEE ROBUSTA STAR VINA 100G,57
Vỉ Cán Vàng+Xanh Flexi 1X24X12,"7.314,83",Xisat xanh,57
Vỉ Cán Vàng+Xanh Flexi 1X24X12,"7.314,81",Xisat xanh,57
Wasabi OKENKI 43gr (100 Tuýp/T),15.5,Mù tạt wasabi hiệu S&B 43gram,57
Xoài sấy dẻo Viza 500g,74.5,MACCA 500G,57
Xoài sấy dẻo Viza 500g,72,MACCA 500G,57
Xốt Gia Vị Hoàn Chỉnh Barona Cà Ri 80gr,9.7,Bánh Mì Tươi Kinh Đô Vị Cà Phê Sữa Dừa 80g,57
Ớt trái khô Vina Spicy 100gam,24,SỮA CHUA VINAMILK trai cay 100G*4,57
Ớt trái khô Vina Spicy 100gam,21,SỮA CHUA VINAMILK trai cay 100G*4,57
Ớt khô sate hủ TT 100gr*36 hũ,"15.740,74",KHÔ GÀ CAY 100G + NƯỚC CỐT CHANH,57
82959 XNM NAM PT BAC 150ML,93.323,Xịt Khử Mùi Nam AXE Black chai 150ml,56
86060 KCN NIVEA KIEM SOAT DAU 30ML,94.545,BIORE KCN SANG HONG TN 30ML,56
89054 KEM DUONG MEM DA 50ML,60,Serum dưỡng bóng tóc cra 50ml,56
89054 KEM DUONG MEM DA 50ML,"64.053,7",Serum dưỡng bóng tóc cra 50ml,56
89054 KEM DUONG MEM DA 50ML,64.054,Serum dưỡng bóng tóc cra 50ml,56
BB XIT CHONG NANG THE THAO SPF 100 170G,244.45,Hạt hạnh nhân thái bon rang bơ 170g an phú,56
BB Xit Chong Nang The Thao SPF 100 170g,"242.129,63",Hạt hạnh nhân thái bon rang bơ 170g an phú,56
BioreUV Aqua Vidiem Mnuoc Essence 50gx24,"149.722,222",Kem chống nắng Biore UV Aqua rich 50gr,56
BÁNH COOKIES bí xanh 230g ( 24 gói / thùng ),30,Kem đánh răng Closeup detox muối biển 230g,56
BÁNH QUY QUE VỊ PHÔ MAI 36G (CHOCO002),"10.648,15",Bánh que POCKY Kem Hạt Hạnh Nhân 36g,56
Bánh Dừa COCOOL Nguyên bản 80g,11.96,Bánh Mì Tươi Kinh Đô Vị Cà Phê Sữa Dừa 80g,56
Bánh Dừa COCOOL Nguyên bản 80g,13,Bánh Mì Tươi Kinh Đô Vị Cà Phê Sữa Dừa 80g,56
Bánh Hello Panda Caramen 40gr *80,17.593,Bánh Que Toppo Sôcôla 40gr,56
Bánh Hello Panda Caramen 40gr *80,"16.665,7",Bánh Que Toppo Sôcôla 40gr,56
Bánh Hello Panda Caramen 40gr *80,16.667,Bánh Que Toppo Sôcôla 40gr,56
Bánh JBOY-PHOMAI-31.6G_4Y23,"8.181,481481","Bánh Oreo Kem Vani 303,6G",56
Bánh JBOY-PHOMAI-31.6G_4Y23,"8.181,48","Bánh Oreo Kem Vani 303,6G",56
Bánh Lexus Kem Socola 150gx24 (357),"18.518,52",Bánh Topcake cupcake bơ sữa mini 150g,56
Bánh Yan Yan Chocolate 50g *80,"19.444,25",Bánh chấm Ovaltine Đài Loan hộp 50g,56
Bánh Yan Yan Chocolate 50g *80,18.519,Bánh chấm Ovaltine Đài Loan hộp 50g,56
Bánh Yan Yan Chocolate 50g *80,"19.444,3",Bánh chấm Ovaltine Đài Loan hộp 50g,56
Bánh Yan Yan Chocolate 50g *80,19.444,Bánh chấm Ovaltine Đài Loan hộp 50g,56
Bánh Yan Yan Chocolate 50g *80,"19.444,6",Bánh chấm Ovaltine Đài Loan hộp 50g,56
Bánh Yan Yan Chocolate 50g *80,"19.444,5",Bánh chấm Ovaltine Đài Loan hộp 50g,56
Bánh yan yan Strawberry  50g x 10 x 8,18.518,Yến 50g (10 tai) Nguyên Chất,56
Bánh yan yan Strawberry  50g x 10 x 8,"18.517,07",Yến 50g (10 tai) Nguyên Chất,56
BánhGạo An Ktay Pmai 14P_7Y25,"13.909,259259",BÁNH GẠO AN VỊ KHOAI TÂY PHÔ MAI,56
